Tue Apr 19 14:29:00 2016    prof

         750002 function calls (710226 primitive calls) in 1.671 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 tz.py:31(tzutc)
        1    0.000    0.000    0.000    0.000 dia.py:14(dia_matrix)
        1    0.000    0.000    0.000    0.000 _Duration.py:9(Duration)
        1    0.000    0.000    0.000    0.000 _Log.py:9(Log)
        1    0.000    0.000    0.000    0.000 mathtext.py:796(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 subprocess.py:460(_cleanup)
        1    0.000    0.000    0.000    0.000 csv.py:26(Dialect)
        1    0.000    0.000    0.000    0.000 _Char.py:8(Char)
        1    0.000    0.000    0.000    0.000 _GetLoggers.py:8(GetLoggersRequest)
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        1    0.000    0.000    0.000    0.000 _Float32.py:8(Float32)
        1    0.000    0.000    0.000    0.000 manifestlib.py:287(Depend)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:88(TimerTk)
        1    0.000    0.000    0.000    0.000 mmlf_fourier.py:15(Fourier)
        1    0.000    0.000    0.000    0.000 os_detect.py:132(get_version)
        1    0.000    0.000    0.000    0.000 _Int8.py:8(Int8)
        1    0.000    0.000    0.000    0.000 __init__.py:1318(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 legend.py:35(DraggableLegend)
        1    0.000    0.000    0.000    0.000 rrule.py:629(_iterinfo)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 _Byte.py:8(Byte)
        1    0.000    0.000    0.000    0.000 topics.py:806(_PublisherImpl)
        1    0.000    0.000    0.000    0.000 feedparser.py:43(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 sources_list.py:126(DataSource)
        1    0.000    0.000    0.000    0.000 __init__.py:939(get_backend)
        1    0.000    0.000    0.000    0.000 _Int32.py:8(Int32)
        1    0.000    0.000    0.000    0.000 config.py:492(DictConfigurator)
        1    0.000    0.000    0.000    0.000 ticker.py:1556(OldAutoLocator)
        1    0.000    0.000    0.000    0.000 package.py:247(Dependency)
        1    0.000    0.000    0.000    0.000 mathtext.py:94(MathtextBackend)
        1    0.000    0.000    0.000    0.000 _datasource.py:47(_FileOpeners)
        1    0.000    0.000    0.000    0.000 extras.py:222(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 docstring.py:55(Appender)
        2    0.000    0.000    0.000    0.000 tokenize.py:46(maybe)
        1    0.000    0.000    0.000    0.000 cbook.py:1432(Grouper)
        1    0.000    0.000    0.000    0.000 loader.py:44(RosdepLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:216(set_fileo)
        1    0.000    0.000    0.000    0.000 geo.py:333(HammerTransform)
        1    0.000    0.000    0.000    0.000 os_detect.py:116(LsbDetect)
        1    0.000    0.000    0.000    0.000 dates.py:1112(DateConverter)
        1    0.000    0.000    0.000    0.000 rostime.py:95(Time)
        1    0.000    0.000    0.000    0.000 figure.py:118(SubplotParams)
        1    0.000    0.000    0.000    0.000 httplib.py:1052(HTTP)
        1    0.000    0.000    0.000    0.000 records.py:214(record)
        1    0.000    0.000    0.000    0.000 tz.py:54(tzoffset)
        1    0.000    0.000    0.000    0.000 urllib2.py:1301(FileHandler)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.000    0.000    0.000    0.000 topics.py:538(_SubscriberImpl)
        1    0.000    0.000    0.000    0.000 _UInt32MultiArray.py:9(UInt32MultiArray)
        1    0.000    0.000    0.000    0.000 ticker.py:1243(LogLocator)
        1    0.000    0.000    0.000    0.000 scale.py:198(LogTransform)
        1    0.000    0.000    0.000    0.000 rcsetup.py:45(__call__)
        3    0.000    0.000    0.000    0.000 __init__.py:104(CFunctionType)
        1    0.000    0.000    0.000    0.000 {math.sqrt}
        1    0.000    0.000    0.000    0.000 osx.py:211(HomebrewInstaller)
        1    0.000    0.000    0.000    0.000 handlers.py:416(SocketHandler)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 redhat.py:128(DnfInstaller)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:524(NavigationToolbar)
        1    0.000    0.000    0.000    0.000 status.py:35(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1366(TreeBuilder)
        4    0.000    0.000    0.000    0.000 pyparsing.py:240(__init__)
       18    0.000    0.000    0.000    0.000 pyparsing.py:1293(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 ticker.py:243(FixedFormatter)
        1    0.000    0.000    0.000    0.000 collections.py:791(AsteriskPolygonCollection)
        5    0.000    0.000    0.000    0.000 rfc822.py:219(iscomment)
        1    0.000    0.000    0.000    0.000 handlers.py:162(TimedRotatingFileHandler)
        1    0.000    0.000    0.000    0.000 manifestlib.py:402(_Manifest)
        1    0.000    0.000    0.000    0.000 registration.py:179(RegManager)
        1    0.000    0.000    0.000    0.000 msgs.py:158(Constant)
        1    0.000    0.000    0.000    0.000 widgets.py:601(SubplotTool)
        1    0.000    0.000    0.000    0.000 manifest.py:297(Manifest)
        1    0.000    0.000    0.000    0.000 threading.py:530(_set_ident)
        1    0.000    0.000    0.000    0.000 transforms.py:2133(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1664(Tk)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:1525(ServerProxy)
        3    0.000    0.000    0.000    0.000 _inspect.py:159(<lambda>)
        1    0.000    0.000    0.000    0.000 osx.py:88(MacportsInstaller)
        1    0.000    0.000    0.000    0.000 simple_basis_functions.py:76(TileCodingBasisFunctions)
        1    0.000    0.000    0.000    0.000 decoder.py:274(JSONDecoder)
        1    0.000    0.000    0.000    0.000 csr.py:19(csr_matrix)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        1    0.000    0.000    0.000    0.000 sources_list.py:255(DataSourceMatcher)
        1    0.000    0.000    0.000    0.000 codecs.py:395(__init__)
        1    0.000    0.000    0.000    0.000 os_detect.py:89(OsDetector)
        1    0.000    0.000    0.000    0.000 lookup.py:175(__init__)
        1    0.000    0.000    0.000    0.000 repository_specification.py:35(RepositorySpecification)
        1    0.000    0.000    0.000    0.000 rcsetup.py:129(validate_nseq_float)
        1    0.000    0.000    0.000    0.000 legend_handler.py:289(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 rfc822.py:496(AddrlistClass)
        1    0.000    0.000    0.000    0.000 cbook.py:47(converter)
        1    0.000    0.000    0.000    0.000 colorbar.py:705(Colorbar)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:370(FigureManagerTkAgg)
        1    0.000    0.000    0.000    0.000 __init__.py:983(Manager)
        1    0.000    0.000    0.000    0.000 string.py:131(__init__)
        1    0.000    0.000    0.000    0.000 csc.py:17(csc_matrix)
        1    0.000    0.000    0.000    0.000 pyparsing.py:151(ParseBaseException)
        1    0.000    0.000    0.000    0.000 _Clock.py:9(Clock)
        1    0.000    0.000    0.000    0.000 distribution_file.py:38(DistributionFile)
        1    0.000    0.000    0.000    0.000 sources_list.py:183(cache_data_source_loader)
        1    0.000    0.000    0.000    0.000 names.py:182(load_mappings)
        1    0.000    0.000    0.000    0.000 _Int64.py:8(Int64)
        1    0.000    0.000    0.000    0.000 _Header.py:9(Header)
        1    0.000    0.000    0.000    0.000 source.py:183(SourceInstaller)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1559(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 doc_build_file.py:39(DocBuildFile)
        1    0.000    0.000    0.000    0.000 threading.py:303(_Semaphore)
        1    0.000    0.000    0.000    0.000 core.py:5851(__init__)
        1    0.000    0.000    0.000    0.000 os_detect.py:441(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:492(DrawingArea)
        1    0.000    0.000    0.000    0.000 model.py:57(RosdepDatabase)
        1    0.000    0.000    0.000    0.000 plistlib.py:365(Data)
        1    0.000    0.000    0.000    0.000 simple_basis_functions.py:97(PolynomialBasisFunctions)
        1    0.000    0.000    0.000    0.000 rospkg_loader.py:57(RosPkgLoader)
        1    0.000    0.000    0.000    0.000 registration.py:106(__init__)
        3    0.000    0.000    0.000    0.000 warnings.py:14(warnpy3k)
        1    0.000    0.000    0.000    0.000 docstring.py:3(Substitution)
        1    0.000    0.000    0.000    0.000 _Logger.py:8(Logger)
        1    0.000    0.000    0.000    0.000 cbook.py:1314(MemoryMonitor)
        1    0.000    0.000    0.000    0.000 __init__.py:494(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 random.py:651(WichmannHill)
        2    0.000    0.000    0.000    0.000 index_tricks.py:643(__init__)
        1    0.000    0.000    0.000    0.000 _SetLoggerLevel.py:8(SetLoggerLevelRequest)
        1    0.000    0.000    0.000    0.000 dependency_graph.py:41(DependencyGraph)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2174(ParseExpression)
        1    0.000    0.000    0.000    0.000 cyaml.py:35(CBaseDumper)
        1    0.000    0.000    0.000    0.000 rospkg_loader.py:59(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:482(Repository)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1278(MouseEvent)
        2    0.000    0.000    0.000    0.000 pyparsing.py:349(__iter__)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:718(Namespaces)
        2    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 rostime.py:181(Time)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {cStringIO.StringIO}
        1    0.000    0.000    0.000    0.000 manifest.py:239(Depend)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:483(Binary)
        1    0.000    0.000    0.000    0.000 __init__.py:988(__init__)
        1    0.000    0.000    0.000    0.000 installers.py:243(Installer)
        1    0.000    0.000    0.000    0.000 case.py:1014(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 mathtext.py:1714(GlueSpec)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1945(White)
        1    0.000    0.000    0.000    0.000 __init__.py:1373(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 distribution.py:38(Distribution)
        1    0.000    0.000    0.000    0.000 offsetbox.py:768(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 serializer.py:11(Serializer)
       13    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 minidom.py:940(CharacterData)
        1    0.000    0.000    0.000    0.000 offsetbox.py:410(PaddedBox)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2026(Button)
        1    0.000    0.000    0.000    0.000 os_detect.py:415(Gentoo)
        1    0.000    0.000    0.000    0.000 os_detect.py:137(get_codename)
        1    0.000    0.000    0.000    0.000 xmlreader.py:187(InputSource)
        2    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 xmlrpclib.py:911(end_value)
        1    0.000    0.000    0.000    0.000 tcpros_base.py:415(TCPROSTransport)
        3    0.000    0.000    0.000    0.000 __init__.py:426(register_loader_type)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:172(AddrlistClass)
        6    0.000    0.000    0.000    0.000 {posix.getpid}
        1    0.000    0.000    0.000    0.000 scale.py:138(InvertedLog10Transform)
        1    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:428(LibraryLoader)
        1    0.000    0.000    0.000    0.000 font_manager.py:346(FontEntry)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2951(postParse)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:366(DOMImplementationLS)
        1    0.000    0.000    0.000    0.000 ticker.py:991(Base)
        1    0.000    0.000    0.000    0.000 sources_list.py:257(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:639(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 mathtext.py:1644(Rule)
        1    0.000    0.000    0.000    0.000 _Time.py:9(Time)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1469(DraggableBase)
        1    0.000    0.000    0.000    0.000 _GetLoggers.py:94(GetLoggersResponse)
        1    0.000    0.000    0.000    0.000 io.py:78(IOBase)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:964(MultiCall)
        1    0.000    0.000    0.000    0.000 dates.py:845(YearLocator)
        1    0.000    0.000    0.000    0.000 gridspec.py:182(GridSpec)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:867(InternalSubsetExtractor)
        1    0.000    0.000    0.000    0.000 minidom.py:1014(Text)
        1    0.000    0.000    0.000    0.000 threading.py:225(_is_owned)
        1    0.000    0.000    0.000    0.000 topics.py:183(Poller)
        1    0.000    0.000    0.000    0.000 <string>:112(PIProxy)
        1    0.000    0.000    0.000    0.000 core.py:2465(MaskedIterator)
        1    0.000    0.000    0.000    0.000 httplib.py:1269(LineAndFileWrapper)
        1    0.000    0.000    0.000    0.000 pip.py:95(PipInstaller)
        1    0.000    0.000    0.000    0.000 core.py:7107(_convert2ma)
        1    0.000    0.000    0.000    0.000 urllib2.py:1219(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 composer.py:11(Composer)
        1    0.000    0.000    0.000    0.000 rcsetup.py:35(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 msg.py:48(AnyMsg)
        1    0.000    0.000    0.000    0.000 source.py:144(SourceInstall)
        1    0.000    0.000    0.000    0.000 __init__.py:346(Formatter)
        1    0.000    0.000    0.000    0.000 difflib.py:766(Differ)
        1    0.000    0.000    0.000    0.000 dviread.py:627(PsfontsMap)
        1    0.000    0.000    0.000    0.000 xmlreader.py:91(IncrementalParser)
        1    0.000    0.000    0.000    0.000 mlab.py:804(PCA)
        1    0.000    0.000    0.000    0.000 ticker.py:176(Formatter)
        1    0.000    0.000    0.000    0.000 SimpleXMLRPCServer.py:603(MultiPathXMLRPCServer)
        1    0.000    0.000    0.000    0.000 os_detect.py:369(Centos)
        1    0.000    0.000    0.000    0.000 collections.py:1070(PatchCollection)
        1    0.000    0.000    0.000    0.000 _Empty.py:93(EmptyResponse)
        1    0.000    0.000    0.000    0.000 os_detect.py:349(Arch)
        1    0.000    0.000    0.000    0.000 tz.py:152(_ttinfo)
        1    0.000    0.000    0.000    0.000 urllib2.py:813(HTTPPasswordMgrWithDefaultRealm)
